"RE_ID","USER_ID","MOTEL_ID","RE_MOTEL_RATING1","RE_MOTEL_REVIEWS"
"217","217","23","5","Tot"
"218","218","23","4","Tot"
"219","219","23","2","Tot"
"220","220","23","3","Ở đây ăn nhậu thâu đêm hát hò thoãi mái k sợ chủ nhắc nhỡ..."
"221","221","24","5","Phu hop cho sinh vien"
"222","222","24","5","Binh dan"
"223","223","24","5","Nhà trọ tự quản. Rất thích"
"224","224","24","5","Tuyệt vời"
"225","225","24","4","Tốt"
"226","226","24","5","Nhà trọ sạch sẽ, giá hợp lý, sẽ tuyệt vời hơn nếu gắn quạt hút vì hơi nóng."
"227","227","24","5","Nhà trọ an ninh, sạch sẽ"
"228","228","24","2","Bình dân"
"229","229","24","4","Nhà trọ sạch sẽ, yên tĩnh, an ninh tốt "
"230","230","24","4","Phục vụ khách hàng tốt, phòng sạch sẽ"
"231","231","24","3","
An toàn, rộng rãi, giá cả hợp lý."
"232","232","25","4","thuận tiện"
"233","233","25","1","Thoáng mát, không có wifi. Giá trung bình"
"234","234","25","2","Nhà trọ sạch sẽ, sang trọng, an ninh, wifi mạnh, chủ dễ thương"
"235","235","25","5","Nhà Trọ khang trang sạch đẹp quá
sân đậu xe rộng rãi
Nhà mặt hướng ra sông hứng gió cực mát"
"236","236","25","5","Nhà trọ như Khách sạn. Trưen trục đường xuống chợ đầu mối, bến Ninh Kiều"
"237","237","25","3","Nhà trọ 17 60 phòng xây dựng mới với nhiều mức giá phù hợp cho các đối tượng, trang thiết bị mới, đầy đủ tiện nghi, máy điều hòa quạt, giường gỗ, hệ thống nước nóng lạnh, các thiết bị WC mới, phục vụ giặt ủi, bảo vệ 24/24, dịch vụ vệ sinh hằng ngày"
"238","238","25","5","Nhà trọ ok , đường đi gần trường đại học , không bị ngập lụt thoáng mát sạch sẽ thích hợp cho sinh viên đo học thuê ở , ở đây thoáng mát dễ đi chuyển đi học , mọi người xung quabh rất vui vẻ và hoà đồng có nhiều bạn sinh viên đi học ở đây rất tiện lợi , nước điện xài rất ok có đường đi để xe thì rộng bà chủ dê thương rất ok bạn bè giới thiệu nên biết chỗ này ở"
"239","239","25","5","Tốt sạch sẽ. Đây là nhà trọ tháng."
"240","240","25","5","Hoa"
"241","241","25","4","Chất lượng không tốt,  có ông quản lý khó chịu, mông các bạn tránh xa ra , cái thể loại khó ưa lắm , đây là cảm nhận của các bạn ở đây và tôi cũng thế , có hưa j kieu sửa trần thân, mới đầu nói j cũng hay lắm , ở đi rồi mấy bạn sẽ biết , đó là ý kiến của mình chỉ mong các bạn nên  tránh ."
"242","242","25","4","Kém vô cùng quản lý khó chịu , mới đầu j cũng đc về sau như cức , đụng đâu sủa đó, mong các bạn k nên ở đây"
"243","243","26","4","Kém , k nên ở"
"244","244","26","3","Yên tâm yên tĩnh yên lòng"
"245","245","26","5","Kém chất lượng. Không có đóng cừ mà lên lầu.nên nền bị lúng,nguy hiểm."
"246","246","26","5","Cũng tạm được"
"247","247","26","4","Tốt"
"248","248","26","1","Giá phòng tầm 900, Cô chủ trọ thân thiện tốt bụng, phơi đồ không lo mưa ướt."
"249","249","26","5","Sống sao cho thỏa ơn trời ban cho"
"250","250","26","5","Tốt nhưng đắt"
"251","251","26","3","Tuyệt vời!"
"252","252","26","2","Nhà Trọ Cô Tuyết đạt chuẩn nhà trọ văn minh tiêu biểu."
"253","253","26","2","Nhà trọ yên tĩnh"
"254","254","26","1","Kinh ngạc. Làm tốt lắm"
"255","255","26","1","Gia binh dân"
"256","256","26","5","Phù hợp cho sinh viên"
"257","257","26","4","Phòng bình thường, nhưng giá hơi cao. 1 đêm 180k. Giá gần bằng ks luôn rồi."
"258","258","27","2","Phòng nhỏ giá hơi cao. Không có chỗ giữ xe. Phải đưa xe vào phòng."
"259","259","27","3","Tạm ổn.đi lại hơi bất tiện"
"260","260","27","3","Tốt"
"261","261","27","4","Tốt"
"262","262","27","3","Tốt"
"263","263","27","5","Tốt"
"264","264","27","4","Nhà trọ an ninh tốt, sạch đẹp, thoáng mát, an toàn."
"265","265","27","4","Sạch sẽ, đẹp và khang trang"
"266","266","27","5","Nhà trọ sạch sẽ. Rộng rãi chỉ có điều là wifi yếu quá yếu"
"267","267","27","5","Trọ nhiều phòng sạch sẽ tốt an ninh."
"268","268","27","4","Rộng, đẹp"
"269","269","27","5","Vâng"
"270","270","28","4","Dơ. Nóng nực"
"271","271","28","5","Nhà trọ dơ chủ nói chuyện rất md"
"272","272","28","5","Trọ lớn mà kiếm hoài ko thấy"
"273","273","28","4","có xảy ra trộm cắp mất xe giờ lắp camera"
"274","274","28","5","Nhà trọ tốt
Có không gian riêng tư nhưng tổng quan lại vẫn chưa thể đạt 5* về mặt bằng chung"
"275","275","28","4","Giá bình dân"
"276","276","28","5","Nóng nực"
"277","277","28","4","Dai va rong"
"278","278","28","5","Tồi tệ"
"279","279","28","4","Nhà trọ giá sinh viên, phòng mới xây, rộng rãi."
"280","280","28","5","Phòng thoáng rộng, gió mát và nắng nhiều"
"281","281","28","4","Yên tĩnh, rộng rãi"
"282","282","28","5","trọ phù hợp với sinh viên , tiện việc đi học và đi làm do giờ tự do"
"283","283","28","5","nhà trọ thoải mái, chủ yếu sinh viên, chủ trọ còn trẻ nên khá oki"
"284","284","29","5","nhà trọ sạch sẽ, khách trọ là sinh viên nên thoải mái"
"285","285","29","5","10 năm trước đây mình từng ở nơi đây , chủ nhà trọ rất thương người lao động , đặc biệt là sinh viên ."
"286","286","29","5","Giá cả phải chăng, có wiffi free mạnh nữa."
"287","287","29","3","Vâng"
"288","288","29","5","Ghé chơi chỗ bạn ở"
"289","289","29","5","Quá rẽ cho ae"
"290","290","29","5","Chỗ ở tốt"
"291","291","29","5","Rất tốt"
"292","292","29","5","Rất tốt"
"293","293","29","5","Được"
"294","294","29","4","Nhà trọ tốt
Có không gian riêng tư nhưng tổng quan lại vẫn chưa thể đạt 5* về mặt bằng chung"
"295","295","29","5","Không gian rộng rãi, thoải mái, phòng sạch sẽ, giá cả hợp lý"
"296","296","29","5","Phòng sạch, giá phải chăng"
"297","297","29","5","Tốt"
"298","298","30","5","Tốt"
"299","299","30","4","Nhà trọ cũ rồi, ở được, an ninh, giới hạn giờ giấc. Ánh sáng không tốt và khá là nóng"
"300","300","30","4","Nhà trọ mới xây rộng rãi, thoáng mát, sạch sẽ."
"301","301","30","5","Chổ ở thoáng mát, giá hợp lý. Ở phòng 3 người 1 giường đôi 1 giường đơn mà giá chỉ 200k."
"302","302","30","5","Chủ khách sạn rất tốt và lịch sự , phòng rất oke"
"303","303","30","4","170k/đêm, phòng máy lạnh. Sạch sẽ, gọn gàng."
"304","304","30","5","Tạm ổn.đi lại hơi bất tiện"
"305","305","30","4","Giá rẻ"
"306","306","30","5","gắn bó suốt gần 5 năm thời sinh viên"
"307","307","30","5","An ninh tốt,sạch sẽ"
"308","308","30","5","Tốt"
"309","309","30","5","Rộng rãi. Nhiều phòng. Giá rẻ. An toàn. Có chỗ phơi đồ và đậu xe trong mát. Có wifi nhưng hơi yếu và không free"
"310","310","30","5","Đây là nhà trọ ấm cúng nhất."
"311","311","30","5","Phòng trọ đẹp. Giá phải chăng. Đường đi vào nhà trọ nhỏ, khó đi nhất là vào mùa mưa. Tuy nhiên nhà trọ rất yên tĩnh. Không bị ồn ào bởi xe cộ. Xung quanh nhà trọ cũng rất tiện lợi để đến các bệnh viện hay trường học"
"312","312","30","4","Nhà chọ thuên hương mình sống ở đây hơn 5 năm rồi. Nhà trọ ban an ninh, thoán mát. Cổng từ và lắp các camera từ ngoài cổng vào tới trong các dẫy trọ. Phòng rộng thoán mát, giá sinh viên nưa"
"313","313","31","3","Có camera an ninh. Giá rẻ. Phòng rộng"
"314","314","31","4","có camera giám sát an ninh ok"
"315","315","31","2","Sạch sẽ thoanga mát"
"316","316","31","2","Nơi này là an toàn và an ninh Trong và ngoài với một thẻ để mở cổng. Nhà Tro này là sinh viên đắt tiền và chỉ có 2.5k / 1 Kg điện. 8k / 1 Khối nước. Đó là Nice, yên tĩnh và sạch sẽ gần cửa hàng siêu thị, trong cửa hàng cửa hàng tiện lợi là rất gần. Và nhiều tiệm làm tóc tiệm cà phê, phòng trò chơi xung quanh. Tôi chỉ thích và đọc các commont.
Vị trí này rộng rãi cho mọi người cảm thấy thoải mái khi ở lại đây. Tôi hy vọng các bản đồ google vị trí chính xác trên đó để gửi nhiều doanh nghiệp đến nơi này."
"317","317","31","1","Không an toàn"
"318","318","31","5","Tốt"
"319","319","31","4","Tốt"
"320","320","31","5","Tốt"
"321","321","31","5","Khá ổn.

Giá phòng quạt lúc mình đặt là: 80.000₫/đêm.

Phòng sạch sẽ, không gian ổn, giá cả hợp lý, thích hợp du lịch bụi ghé ở đêm."
"322","322","31","1","Phòng ở đây nhìu ko, mỗi phòng có rộng ko. Em định lại thuê
Xin cho ý kiến"
"323","323","31","5","Nơi lưu trú an toàn giá ok cho những bạn đi du lịch tự túc."
"324","324","31","5","Phòng ổn, bình dân nhưng cũng khá thoải mái"
"325","325","31","4","Giá cao, dịch vụ ổn. Ko chê"
"326","326","31","5","Giá thành hợp lý,  phù hợp với Sinh Viên ."
"327","327","31","4","Giá bình dân , yên tỉnh và sạch sẽ. Gần chợ nổi Cái Răng"
"328","328","32","2","Phòng sạch sẽ, thoáng
Giá cả hợp lý"
"329","329","32","3","Nhà trọ sạch sẽ, yên tĩnh, thoáng mát đúng là nơi cho sinh viên sinh hoạt trong những năm ăn học tại giảng đường đại học."
"330","330","32","5","Tiện lợi, sạch sẽ, thoáng mát, thoải mát, chủ nhà trọ hiền, hòa đồng, vui tươi"
"331","331","32","5","Khu nhà trọ rất hơn 100 phòng, chia ra thành nhiều khu nhỏ, tuy nhiên thường kín phòng, phải đặt trước khoảng 1 tháng.
Giá phòng thay đổi theo từng khu, khoảng từ 1 triệu đến 1,3 triệu đồng/tháng. Phòng 1,3 triệu có gác nguyên căn, có ban công và dây phơi đồ sẵn, ở được từ 2 - 4 người thoải mái. Ánh sáng trong phòng tốt, không bị ngộp khi đóng kín cửa phòng, buổi chiều khá nóng nếu ở trên gác.
Điện nước khá rẻ so với những chỗ trọ khác, rất hiếm khi cúp điện, mình ở đây 2 năm chưa từng bị cúp nước. Wifi miễn phí, tốc độ cao tuy nhiên nếu xài với lưu lượng quá nhiều sẽ bị bóp băng thông trong một khoảng thời gian nhất định.
Khu nhà trọ kết hợp một số kho hàng cho thuê nên có cổng an ninh và bảo vệ, giờ đóng cổng từ 23h30 đến 5h sáng hôm sau, nếu có việc ra vào trong thời gian trên phải liên hệ bảo vệ trước."
"332","332","32","5","Ko an toàn"
"333","333","32","5","Khu nhà trọ rất hơn 100 phòng, chia ra thành nhiều khu nhỏ, tuy nhiên thường kín phòng, phải đặt trước khoảng 1 tháng.
Giá phòng thay đổi theo từng khu, khoảng từ 1 triệu đến 1,3 triệu đồng/tháng. Phòng 1,3 triệu có gác nguyên căn, có ban công và dây phơi đồ sẵn, ở được từ 2 - 4 người thoải mái. Ánh sáng trong phòng tốt, không bị ngộp khi đóng kín cửa phòng, buổi chiều khá nóng nếu ở trên gác.
Điện nước khá rẻ so với những chỗ trọ khác, rất hiếm khi cúp điện, mình ở đây 2 năm chưa từng bị cúp nước. Wifi miễn phí, tốc độ cao tuy nhiên nếu xài với lưu lượng quá nhiều sẽ bị bóp băng thông trong một khoảng thời gian nhất định.
Khu nhà trọ kết hợp một số kho hàng cho thuê nên có cổng an ninh và bảo vệ, giờ đóng cổng từ 23h30 đến 5h sáng hôm sau, nếu có việc ra vào trong thời gian trên phải liên hệ bảo vệ trước."
"334","334","32","4","Khu nhà trọ cả trăm phòng, nhiều dãy, điện nước rẻ, an toàn, phù hợp cho sinh viên, cán bộ thuê lâu dài"
"335","224","32","5","Nha  ve  sinh do"
"336","225","32","5","Thoáng mát. Sạch sẽ. Ông chủ vô cùng tận tình."
"337","226","32","2","Tuyệt vời.."
"338","227","32","4","Nhà trọ có bảo vệ và an ninh không?"
"339","228","32","4","tạm ổn ... :)"
"340","229","32","3","Nhà trọ rộng rãi, thoáng mát, có nơi để xe riêng, camera an ninh"
"341","230","33","4","cho con xin hình ảnh, với sđt chủ trọ với ạ, có zalo càng tốt ạ. con cảm ơn"
"342","231","33","1","Gia đình chủ trọ này hay quát nạt khách thuê trọ, nhiều lần đuổi khách đi, gia đình này từ lớn đến bé đều ăn nói rất vô duyên, làm ăn kiểu giàu quá rồi ko cần khách, thậm chí xứng đáng gọi là mất dạy, bà già thì chửi như hát hay, còn thằng con thì xăm trổ đầy người khi khách có chuyện gì bất hoà thì thường xuyên đánh khách."
"343","232","33","2","Nơi ở yên tĩnh an toàn thoáng mát"
"344","233","33","5","Nhà trọ đẹp"
"345","234","33","5","Hơi bị nóng"
"346","235","33","3","Good. Sạch sẽ cao ráo"
"347","236","33","5","Tốt"
"348","237","33","5","Tốt"
"349","238","33","5","Tốt"
"350","239","33","4","Tốt"
"351","240","33","4","Tốt"
"352","241","33","4","không gian khá ổn, có gác ở ghép sẽ giảm bớt chi phí"
"353","242","33","3","ở 4 năm, trọ an ninh, sạch sẽ, bà cụ hiền lành thân thiện"
"354","243","33","5","Thấy cũng được phòng trọ nhiều, sạch sẽ, thời gian quy định ra vô rõ ràng..."
"355","244","33","5","Rất tot"
"356","245","34","4","Tàm Tạm"
"357","246","34","1","Đầy đủ tiện nghi cô chủ thì vô cùng dễ thương"
"358","247","34","5","Căn phòng khoản 3m, tivi tolet đầy đủ, sạch sẽ. giá bình dân."
"359","248","34","5","Hợp lý! Giá ở rẻ, cũng khá sạch!"
"360","249","34","3","Phong tro hoang mai sach khoan mat"
"361","250","34","2","
tót giá rẻ"
"362","251","34","2","Tệ , khá dơ"
"363","252","34","1","Phòng trọ giá siêu rẽ"
"364","253","34","1","Phòng oke"
"365","254","34","5","Nhà trọ an ninh, chủ trọ có bán đồ lặt vặt đỡ chạy vòng vòng mua, phòng thì có gián nhưng giá thì rẻ không bị ngập nước nói chung là ổn"
"366","255","34","4","Vị trí thực tế không tồn tại như trên bản đồ. Hỏi người dân xung quanh cũng không ai biết nhà trọ này (có thể gg maps chưa cập nhật)"
"367","256","34","2","Bình thường"
"368","257","34","3","Tiện nghi"
"369","258","34","3","
Phòng bé"
"370","259","34","4","Nhà dơ"
"371","260","35","3","nhà trọ tạm ổn, cứ mất đồ vặt hoài không thích lắm"
"372","220","35","5","Mot noi rat dep"
"373","221","35","4","Trường rất tốt ạ"
"374","222","35","4","Tôt giá rẻ"
"375","223","35","5","Giá hợp lí"
"376","224","35","5","tốt"
"377","225","35","4","tốt"
"378","226","35","5","tốt"
"379","227","35","4","tốt"
"380","228","35","5","tốt"
"381","229","35","5","tốt"
"382","230","35","4","Giá phòng tầm 900, Cô chủ trọ thân thiện tốt bụng, phơi đồ không lo mưa ướt."
"383","231","35","5","Sống sao cho thỏa ơn trời ban cho"
"384","232","35","4","Rộng rãi. Nhiều phòng. Giá rẻ. An toàn. Có chỗ phơi đồ và đậu xe trong mát. Có wifi nhưng hơi yếu và không free"
"385","233","36","5","Đây là nhà trọ ấm cúng nhất."
"386","234","36","4","Phòng trọ đẹp. Giá phải chăng. Đường đi vào nhà trọ nhỏ, khó đi nhất là vào mùa mưa. Tuy nhiên nhà trọ rất yên tĩnh. Không bị ồn ào bởi xe cộ. Xung quanh nhà trọ cũng rất tiện lợi để đến các bệnh viện hay trường học"
